Invoice_ID,Date,Company_Name,Company_Address,City,State,Product,Quantity,Unit_Price_INR,Sales_Value_INR,discount_pct,year,month,day,weekday,weekend,quarter,sales_per_quantity,price_category,season,sentiment_score
FLP100624,2025-09-30,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bongaigaon,Telangana,refrigerator,3.0,39432.0,118296.0,12.0,2025,9,30,1,0,3,39432.0,High,Q3,0.06904761904761905
FLP100625,2025-05-04,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Jalna,Chhattisgarh,tv,19.0,13819.0,262561.0,10.0,2025,5,4,6,1,2,13819.0,High,Q2,0.85
FLP100626,2024-06-17,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Meerut,Himachal Pradesh,grocery pack,28.0,21082.0,590296.0,0.0,2024,6,17,0,0,2,21082.0,High,Q2,0.85
FLP100627,2022-07-27,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Hajipur,West Bengal,mobile,27.0,47264.0,1276128.0,0.0,2022,7,27,2,0,3,47264.0,High,Q3,0.85
FLP100628,2023-09-01,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Fatehpur,Telangana,grocery pack,9.0,8738.0,78642.0,5.0,2023,9,1,4,0,3,8738.0,High,Q3,0.85
FLP100629,2025-04-05,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Machilipatnam,Haryana,shoes,12.0,19277.0,231324.0,10.0,2025,4,5,5,1,2,19277.0,High,Q2,0.85
FLP100630,2025-02-15,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Etawah,Madhya Pradesh,tablet,2.0,5459.0,10918.0,12.0,2025,2,15,5,1,1,5459.0,High,Q1,0.06904761904761905
FLP100631,2023-05-03,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Haridwar,Uttarakhand,grocery pack,22.0,11615.0,255530.0,15.0,2023,5,3,2,0,2,11615.0,High,Q2,0.85
FLP100632,2024-06-30,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Mira-Bhayandar,Kerala,headphones,9.0,21611.0,194499.0,15.0,2024,6,30,6,1,2,21611.0,High,Q2,0.85
FLP100633,2024-03-20,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Nizamabad,Bihar,books,7.0,33477.0,234339.0,12.0,2024,3,20,2,0,1,33477.0,High,Q1,0.85
FLP100634,2021-06-20,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Panchkula,Assam,mobile,23.0,47167.0,1084841.0,25.0,2021,6,20,6,1,2,47167.0,High,Q2,0.5666666666666667
FLP100635,2025-11-24,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Tadepalligudem,Karnataka,tablet,1.0,62298.0,62298.0,20.0,2025,11,24,0,0,4,62298.0,High,Q4,0.06904761904761905
FLP100636,2022-10-27,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Vadodara,Odisha,tablet,16.0,14823.0,237168.0,5.0,2022,10,27,3,0,4,14823.0,High,Q4,0.85
FLP100637,2023-07-04,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Raebareli,Bihar,refrigerator,20.0,28508.0,570160.0,15.0,2023,7,4,1,0,3,28508.0,High,Q3,0.85
FLP100638,2022-05-07,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ozhukarai,Himachal Pradesh,tv,11.0,9493.0,104423.0,10.0,2022,5,7,5,1,2,9493.0,High,Q2,0.85
FLP100639,2024-05-04,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Nashik,Telangana,shoes,24.0,57211.0,1373064.0,5.0,2024,5,4,5,1,2,57211.0,High,Q2,0.85
FLP100640,2025-02-21,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Chandrapur,Tripura,headphones,8.0,34879.0,279032.0,10.0,2025,2,21,4,0,1,34879.0,High,Q1,0.85
FLP100641,2021-07-27,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Sasaram,Goa,tv,12.0,66147.0,793764.0,25.0,2021,7,27,1,0,3,66147.0,High,Q3,0.5666666666666667
FLP100642,2022-07-16,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",North Dumdum,Manipur,smart watch,20.0,37508.0,750160.0,0.0,2022,7,16,5,1,3,37508.0,High,Q3,0.638095238095238
FLP100643,2022-10-14,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhagalpur,Chhattisgarh,books,3.0,17798.0,53394.0,5.0,2022,10,14,4,0,4,17798.0,High,Q4,0.06904761904761905
FLP100644,2024-12-02,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Panvel,Bihar,headphones,4.0,39708.0,158832.0,15.0,2024,12,2,0,0,4,39708.0,High,Q4,0.06904761904761905
FLP100645,2021-04-26,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Shahjahanpur,Telangana,laptop,19.0,52954.0,1006126.0,5.0,2021,4,26,0,0,2,52954.0,High,Q2,0.85
FLP100646,2023-09-30,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Medininagar,Madhya Pradesh,books,4.0,32677.0,130708.0,5.0,2023,9,30,5,1,3,32677.0,High,Q3,0.06904761904761905
FLP100647,2023-02-08,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bardhaman,Meghalaya,smart watch,3.0,9830.0,29490.0,5.0,2023,2,8,2,0,1,9830.0,High,Q1,0.10535714285714286
FLP100648,2025-10-07,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Rajkot,Chhattisgarh,refrigerator,19.0,38679.0,734901.0,20.0,2025,10,7,1,0,4,38679.0,High,Q4,0.5666666666666667
FLP100649,2023-04-06,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhubaneswar,Nagaland,smart watch,3.0,72147.0,216441.0,5.0,2023,4,6,3,0,2,72147.0,High,Q2,0.10535714285714286
FLP100650,2023-02-21,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Hospet,Bihar,books,25.0,60666.0,1516650.0,10.0,2023,2,21,1,0,1,60666.0,High,Q1,0.85
FLP100651,2025-12-14,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Karawal Nagar,Andhra Pradesh,smart watch,19.0,65060.0,1236140.0,0.0,2025,12,14,6,1,4,65060.0,High,Q4,0.638095238095238
FLP100652,2023-05-24,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Phusro,Meghalaya,shoes,27.0,47922.0,1293894.0,25.0,2023,5,24,2,0,2,47922.0,High,Q2,0.5666666666666667
FLP100653,2023-09-07,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Noida,Jharkhand,books,3.0,51848.0,155544.0,12.0,2023,9,7,3,0,3,51848.0,High,Q3,0.06904761904761905
FLP100654,2022-08-20,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Firozabad,Madhya Pradesh,books,8.0,16756.0,134048.0,5.0,2022,8,20,5,1,3,16756.0,High,Q3,0.85
FLP100655,2024-08-06,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Mira-Bhayandar,West Bengal,grocery pack,17.0,61720.0,1049240.0,15.0,2024,8,6,1,0,3,61720.0,High,Q3,0.85
FLP100656,2023-10-13,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Rajpur Sonarpur,Kerala,books,10.0,1076.0,10760.0,5.0,2023,10,13,4,0,4,1076.0,Medium,Q4,0.85
FLP100657,2023-12-24,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Noida,Jharkhand,tv,20.0,67666.0,1353320.0,15.0,2023,12,24,6,1,4,67666.0,High,Q4,0.85
FLP100658,2023-09-27,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ambala,Haryana,laptop,26.0,74666.0,1941316.0,10.0,2023,9,27,2,0,3,74666.0,High,Q3,0.85
FLP100659,2022-11-15,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Thrissur,Sikkim,tablet,13.0,9547.0,124111.0,15.0,2022,11,15,1,0,4,9547.0,High,Q4,0.85
FLP100660,2022-06-19,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Tezpur,Sikkim,mobile,2.0,6974.0,13948.0,12.0,2022,6,19,6,1,2,6974.0,High,Q2,0.06904761904761905
FLP100661,2024-10-14,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Nizamabad,Karnataka,tv,23.0,14788.0,340124.0,0.0,2024,10,14,0,0,4,14788.0,High,Q4,0.85
FLP100662,2022-05-16,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ramagundam,Uttarakhand,laptop,7.0,70076.0,490532.0,15.0,2022,5,16,0,0,2,70076.0,High,Q2,0.85
FLP100663,2021-10-27,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Jamshedpur,Mizoram,mobile,20.0,66362.0,1327240.0,15.0,2021,10,27,2,0,4,66362.0,High,Q4,0.85
FLP100664,2024-12-24,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Surendranagar Dudhrej,Punjab,books,25.0,26947.0,673675.0,0.0,2024,12,24,1,0,4,26947.0,High,Q4,0.85
FLP100665,2024-07-19,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Akola,Odisha,refrigerator,3.0,60688.0,182064.0,12.0,2024,7,19,4,0,3,60688.0,High,Q3,0.06904761904761905
FLP100666,2025-11-18,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Morbi,Tamil Nadu,refrigerator,4.0,15787.0,63148.0,5.0,2025,11,18,1,0,4,15787.0,High,Q4,0.06904761904761905
FLP100667,2023-06-22,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhopal,Meghalaya,laptop,30.0,23049.0,691470.0,15.0,2023,6,22,3,0,2,23049.0,High,Q2,0.85
FLP100668,2021-06-04,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Salem,Tripura,refrigerator,8.0,4854.0,38832.0,0.0,2021,6,4,4,0,2,4854.0,Medium,Q2,0.85
FLP100669,2025-03-01,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Surendranagar Dudhrej,Haryana,tv,6.0,994.0,5964.0,10.0,2025,3,1,5,1,1,994.0,Medium,Q1,0.85
FLP100670,2025-10-21,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Gulbarga,Kerala,smart watch,28.0,15655.0,438340.0,0.0,2025,10,21,1,0,4,15655.0,High,Q4,0.638095238095238
FLP100671,2022-10-05,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Kavali,Andhra Pradesh,books,3.0,38770.0,116310.0,10.0,2022,10,5,2,0,4,38770.0,High,Q4,0.06904761904761905
FLP100672,2025-09-07,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhiwandi,Uttarakhand,smart watch,3.0,14404.0,43212.0,12.0,2025,9,7,6,1,3,14404.0,High,Q3,0.10535714285714286
FLP100673,2024-10-02,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Moradabad,Karnataka,shoes,20.0,44199.0,883980.0,5.0,2024,10,2,2,0,4,44199.0,High,Q4,0.85
FLP100674,2023-08-07,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Guntur,Bihar,smart watch,20.0,57423.0,1148460.0,0.0,2023,8,7,0,0,3,57423.0,High,Q3,0.638095238095238
FLP100675,2025-06-04,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Allahabad,Himachal Pradesh,laptop,3.0,39083.0,117249.0,25.0,2025,6,4,2,0,2,39083.0,High,Q2,0.06904761904761905
FLP100676,2025-09-14,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Jamshedpur,Himachal Pradesh,tv,8.0,30063.0,240504.0,25.0,2025,9,14,6,1,3,30063.0,High,Q3,0.85
FLP100677,2021-06-03,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Shahjahanpur,Madhya Pradesh,shoes,5.0,5777.0,28885.0,20.0,2021,6,3,3,0,2,5777.0,High,Q2,0.85
FLP100678,2023-02-08,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Chinsurah,Meghalaya,headphones,23.0,55921.0,1286183.0,15.0,2023,2,8,2,0,1,55921.0,High,Q1,0.85
FLP100679,2023-06-10,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Pudukkottai,Arunachal Pradesh,shoes,10.0,49044.0,490440.0,12.0,2023,6,10,5,1,2,49044.0,High,Q2,0.85
FLP100680,2024-05-01,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Suryapet,Odisha,smart watch,11.0,77089.0,847979.0,0.0,2024,5,1,2,0,2,77089.0,High,Q2,0.638095238095238
FLP100681,2025-04-29,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Darbhanga,Chhattisgarh,books,16.0,24523.0,392368.0,25.0,2025,4,29,1,0,2,24523.0,High,Q2,0.5666666666666667
FLP100682,2025-04-06,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Miryalaguda,Gujarat,refrigerator,9.0,50934.0,458406.0,15.0,2025,4,6,6,1,2,50934.0,High,Q2,0.85
FLP100683,2022-11-15,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Jammu,Meghalaya,refrigerator,2.0,51595.0,103190.0,25.0,2022,11,15,1,0,4,51595.0,High,Q4,0.06904761904761905
FLP100684,2024-10-05,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Tenali,West Bengal,tv,29.0,77947.0,2260463.0,0.0,2024,10,5,5,1,4,77947.0,High,Q4,0.85
FLP100685,2022-06-14,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Nandyal,Rajasthan,headphones,13.0,67100.0,872300.0,10.0,2022,6,14,1,0,2,67100.0,High,Q2,0.85
FLP100686,2022-05-19,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Dharmavaram,Maharashtra,mobile,4.0,51122.0,204488.0,0.0,2022,5,19,3,0,2,51122.0,High,Q2,0.06904761904761905
FLP100687,2021-10-11,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Akola,Kerala,headphones,18.0,32866.0,591588.0,20.0,2021,10,11,0,0,4,32866.0,High,Q4,0.5666666666666667
FLP100688,2023-09-07,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Anantapuram,Odisha,smart watch,11.0,77740.0,855140.0,0.0,2023,9,7,3,0,3,77740.0,High,Q3,0.638095238095238
FLP100689,2023-09-16,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Purnia,Meghalaya,books,11.0,34783.0,382613.0,0.0,2023,9,16,5,1,3,34783.0,High,Q3,0.85
FLP100690,2022-07-25,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhatpara,Uttarakhand,refrigerator,8.0,59112.0,472896.0,20.0,2022,7,25,0,0,3,59112.0,High,Q3,0.85
FLP100691,2023-08-28,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Baranagar,Madhya Pradesh,laptop,26.0,76928.0,2000128.0,12.0,2023,8,28,0,0,3,76928.0,High,Q3,0.85
FLP100692,2022-07-01,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Gangtok,Kerala,tablet,20.0,16145.0,322900.0,0.0,2022,7,1,4,0,3,16145.0,High,Q3,0.85
FLP100693,2025-10-28,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Korba,Sikkim,tablet,8.0,69244.0,553952.0,20.0,2025,10,28,1,0,4,69244.0,High,Q4,0.85
FLP100694,2022-04-27,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Jaipur,Punjab,headphones,2.0,76299.0,152598.0,15.0,2022,4,27,2,0,2,76299.0,High,Q2,0.06904761904761905
FLP100695,2022-04-17,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Mathura,Maharashtra,laptop,8.0,55581.0,444648.0,10.0,2022,4,17,6,1,2,55581.0,High,Q2,0.85
FLP100696,2025-01-31,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Tinsukia,Andhra Pradesh,mobile,27.0,63337.0,1710099.0,10.0,2025,1,31,4,0,1,63337.0,High,Q1,0.85
FLP100697,2024-03-09,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhilai,Telangana,grocery pack,26.0,71023.0,1846598.0,0.0,2024,3,9,5,1,1,71023.0,High,Q1,0.85
FLP100698,2023-07-12,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Nashik,Chhattisgarh,headphones,24.0,43186.0,1036464.0,12.0,2023,7,12,2,0,3,43186.0,High,Q3,0.85
FLP100699,2024-09-26,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Pudukkottai,Jharkhand,grocery pack,24.0,33929.0,814296.0,12.0,2024,9,26,3,0,3,33929.0,High,Q3,0.85
FLP100700,2021-04-12,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Kavali,Telangana,refrigerator,23.0,43350.0,997050.0,15.0,2021,4,12,0,0,2,43350.0,High,Q2,0.85
FLP100701,2022-05-18,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Durgapur,Kerala,shoes,11.0,421.0,4631.0,0.0,2022,5,18,2,0,2,421.0,Low,Q2,0.85
FLP100702,2022-06-10,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Gurgaon,Uttar Pradesh,refrigerator,21.0,36472.0,765912.0,10.0,2022,6,10,4,0,2,36472.0,High,Q2,0.85
FLP100703,2022-03-21,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Madhyamgram,Karnataka,tablet,16.0,6158.0,98528.0,12.0,2022,3,21,0,0,1,6158.0,High,Q1,0.85
FLP100704,2025-10-12,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Haridwar,Tamil Nadu,headphones,9.0,19172.0,172548.0,0.0,2025,10,12,6,1,4,19172.0,High,Q4,0.85
FLP100705,2022-06-05,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bareilly,Assam,shoes,4.0,14756.0,59024.0,25.0,2022,6,5,6,1,2,14756.0,High,Q2,0.06904761904761905
FLP100706,2023-09-17,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Sagar,Goa,grocery pack,23.0,69834.0,1606182.0,12.0,2023,9,17,6,1,3,69834.0,High,Q3,0.85
FLP100707,2025-02-14,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Latur,Nagaland,headphones,26.0,41410.0,1076660.0,20.0,2025,2,14,4,0,1,41410.0,High,Q1,0.5666666666666667
FLP100708,2024-08-14,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Salem,Madhya Pradesh,smart watch,8.0,74118.0,592944.0,25.0,2024,8,14,2,0,3,74118.0,High,Q3,0.638095238095238
FLP100709,2024-08-04,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Orai,Kerala,tablet,29.0,62478.0,1811862.0,12.0,2024,8,4,6,1,3,62478.0,High,Q3,0.85
FLP100710,2025-04-14,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ambarnath,Madhya Pradesh,tablet,24.0,2096.0,50304.0,10.0,2025,4,14,0,0,2,2096.0,Medium,Q2,0.85
FLP100711,2024-08-15,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Amritsar,Telangana,tablet,1.0,28827.0,28827.0,5.0,2024,8,15,3,0,3,28827.0,High,Q3,0.06904761904761905
FLP100712,2023-05-23,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Kalyan-Dombivli,Karnataka,mobile,15.0,45666.0,684990.0,25.0,2023,5,23,1,0,2,45666.0,High,Q2,0.5666666666666667
FLP100713,2021-11-12,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Siwan,Odisha,tv,15.0,10194.0,152910.0,15.0,2021,11,12,4,0,4,10194.0,High,Q4,0.85
FLP100714,2021-09-27,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Sambhal,Jharkhand,refrigerator,18.0,71995.0,1295910.0,15.0,2021,9,27,0,0,3,71995.0,High,Q3,0.85
FLP100715,2023-04-23,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Raiganj,Punjab,shoes,23.0,32544.0,748512.0,10.0,2023,4,23,6,1,2,32544.0,High,Q2,0.85
FLP100716,2025-07-03,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Shivpuri,Tamil Nadu,smart watch,22.0,19031.0,418682.0,12.0,2025,7,3,3,0,3,19031.0,High,Q3,0.638095238095238
FLP100717,2022-07-09,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Dehri,Bihar,mobile,21.0,13872.0,291312.0,0.0,2022,7,9,5,1,3,13872.0,High,Q3,0.85
FLP100718,2022-10-20,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ranchi,West Bengal,mobile,17.0,9168.0,155856.0,12.0,2022,10,20,3,0,4,9168.0,High,Q4,0.85
FLP100719,2025-05-07,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",New Delhi,Chhattisgarh,tablet,16.0,33489.0,535824.0,10.0,2025,5,7,2,0,2,33489.0,High,Q2,0.85
FLP100720,2021-01-29,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Singrauli,Telangana,tablet,24.0,8579.0,205896.0,15.0,2021,1,29,4,0,1,8579.0,High,Q1,0.85
FLP100721,2021-06-26,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Katihar,Chhattisgarh,shoes,21.0,23302.0,489342.0,12.0,2021,6,26,5,1,2,23302.0,High,Q2,0.85
FLP100722,2025-02-17,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Dehri,Telangana,tv,6.0,52771.0,316626.0,15.0,2025,2,17,0,0,1,52771.0,High,Q1,0.85
FLP100723,2024-06-03,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Orai,Kerala,refrigerator,6.0,70310.0,421860.0,25.0,2024,6,3,0,0,2,70310.0,High,Q2,0.85
