Invoice_ID,Date,Company_Name,Company_Address,City,State,Product,Quantity,Unit_Price_INR,Sales_Value_INR
FLP101509,2023-01-29,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Kolhapur,Sikkim,Laptop,21,903,18963
FLP101510,2025-03-10,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhopal,Odisha,Tablet,6,51754,310524
FLP101511,2021-07-11,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Giridih,Bihar,Smartphone,27,17083,461241
FLP101512,2021-04-12,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Berhampore,Mizoram,Headphones,8,32252,258016
FLP101513,2023-03-17,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Amritsar,Kerala,Smartphone,6,34169,205014
FLP101514,2024-07-19,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Thane,Uttarakhand,TV,4,6911,27644
FLP101515,2025-11-02,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Moradabad,Assam,Laptop,18,36647,659646
FLP101516,2025-05-03,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Munger,Punjab,Smart Watch,23,17800,409400
FLP101517,2024-10-03,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Chandrapur,Mizoram,Smartphone,1,4849,4849
FLP101518,2025-06-15,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Rourkela,Maharashtra,Laptop,18,73321,1319778
FLP101519,2023-10-04,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Avadi,Sikkim,Grocery Pack,11,73416,807576
FLP101520,2022-09-11,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Jorhat,Manipur,Headphones,1,2739,2739
FLP101521,2025-02-14,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Vijayawada,Mizoram,Tablet,3,61864,185592
FLP101522,2023-12-21,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Thrissur,Uttarakhand,Smartphone,20,33379,667580
FLP101523,2023-12-22,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Panipat,Madhya Pradesh,Smart Watch,15,67154,1007310
FLP101524,2025-06-07,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Jehanabad,Tripura,Refrigerator,5,49985,249925
FLP101525,2023-12-05,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Raurkela Industrial Township,Karnataka,Tablet,9,38840,349560
FLP101526,2021-10-14,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bidar,Goa,Refrigerator,21,68162,1431402
FLP101527,2024-04-10,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Kanpur,Chhattisgarh,Smart Watch,23,17445,401235
FLP101528,2022-07-12,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Sangli-Miraj & Kupwad,Arunachal Pradesh,TV,21,49740,1044540
FLP101529,2022-06-21,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Guna,Rajasthan,Grocery Pack,15,15754,236310
FLP101530,2024-11-09,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Vijayawada,Kerala,Grocery Pack,23,73528,1691144
FLP101531,2023-11-03,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Durgapur,Maharashtra,Headphones,18,68164,1226952
FLP101532,2024-03-12,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Serampore,Karnataka,Books,13,52580,683540
FLP101533,2023-10-22,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Saharsa,Manipur,Tablet,21,27384,575064
FLP101534,2024-09-26,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Alwar,Manipur,Tablet,6,60210,361260
FLP101535,2022-09-14,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ramgarh,Chhattisgarh,Refrigerator,1,62552,62552
FLP101536,2024-08-16,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Hyderabad,Arunachal Pradesh,TV,22,78551,1728122
FLP101537,2023-08-10,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Cuttack,Sikkim,Refrigerator,29,38835,1126215
FLP101538,2023-11-06,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Kottayam,Manipur,Books,26,18880,490880
FLP101539,2021-01-18,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Satna,Telangana,Tablet,30,15358,460740
FLP101540,2021-08-25,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Lucknow,Bihar,Books,20,26784,535680
FLP101541,2021-10-07,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bihar Sharif,Tamil Nadu,Smartphone,26,37757,981682
FLP101542,2025-09-05,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Pimpri-Chinchwad,West Bengal,Laptop,2,49287,98574
FLP101543,2021-11-12,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Barasat,Rajasthan,Headphones,23,69119,1589737
FLP101544,2025-03-04,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhubaneswar,Uttar Pradesh,Headphones,14,33987,475818
FLP101545,2022-10-18,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Akola,Manipur,Headphones,30,1876,56280
FLP101546,2021-09-12,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Dewas,Goa,Refrigerator,6,48998,293988
FLP101547,2024-08-07,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhalswa Jahangir Pur,Gujarat,Books,19,15886,301834
FLP101548,2025-01-24,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Pali,Tamil Nadu,Books,25,32420,810500
FLP101549,2023-09-28,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Raiganj,Sikkim,Headphones,3,34617,103851
FLP101550,2025-01-02,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Erode,West Bengal,Books,12,3626,43512
FLP101551,2021-07-20,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Haldia,Odisha,Smartphone,11,19568,215248
FLP101552,2022-06-06,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ambala,Arunachal Pradesh,Headphones,12,65407,784884
FLP101553,2024-01-19,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Begusarai,West Bengal,Grocery Pack,21,42833,899493
FLP101554,2025-12-16,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bally,Himachal Pradesh,Tablet,16,74056,1184896
FLP101555,2021-12-28,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Pali,Arunachal Pradesh,Smart Watch,8,40643,325144
FLP101556,2022-07-21,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Navi Mumbai,Andhra Pradesh,Laptop,8,12918,103344
FLP101557,2021-10-11,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Jaunpur,Karnataka,Books,17,34930,593810
FLP101558,2021-07-16,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Chandigarh,Assam,Laptop,19,38036,722684
FLP101559,2024-12-26,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Proddatur,Punjab,Laptop,27,39924,1077948
FLP101560,2023-06-17,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bellary,Andhra Pradesh,TV,16,44727,715632
FLP101561,2022-03-03,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Burhanpur,Odisha,Shoes,1,14517,14517
FLP101562,2025-03-01,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Visakhapatnam,Odisha,Tablet,18,47505,855090
FLP101563,2024-12-10,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Dhule,Odisha,Books,29,22730,659170
FLP101564,2022-06-24,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bihar Sharif,Himachal Pradesh,Smartphone,11,62298,685278
FLP101565,2024-10-09,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Munger,Sikkim,Grocery Pack,4,7686,30744
FLP101566,2021-08-17,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Phusro,Goa,Laptop,25,33095,827375
FLP101567,2024-05-10,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Durg,Tripura,Books,30,58505,1755150
FLP101568,2024-07-04,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Morena,Karnataka,Smart Watch,10,2190,21900
FLP101569,2021-02-17,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Agartala,Tripura,Laptop,8,56427,451416
FLP101570,2023-09-13,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Mahbubnagar,Gujarat,Shoes,26,28189,732914
FLP101571,2025-07-14,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Saharsa,Karnataka,TV,8,34437,275496
FLP101572,2024-08-12,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Belgaum,Nagaland,Laptop,14,2917,40838
FLP101573,2022-11-19,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Narasaraopet,Punjab,Shoes,3,11208,33624
FLP101574,2023-06-19,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Kalyan-Dombivli,Tripura,Headphones,6,23400,140400
FLP101575,2024-02-26,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Nagpur,Nagaland,Tablet,9,26552,238968
FLP101576,2023-11-10,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Sonipat,Goa,Laptop,3,48614,145842
FLP101577,2021-12-10,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Jodhpur,Maharashtra,Headphones,6,19514,117084
FLP101578,2023-01-16,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Jehanabad,Mizoram,Tablet,14,68957,965398
FLP101579,2024-09-02,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Malda,Tamil Nadu,Tablet,17,49579,842843
FLP101580,2023-01-06,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Giridih,Tamil Nadu,Tablet,20,7434,148680
FLP101581,2024-04-17,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Berhampur,Meghalaya,Smartphone,7,29270,204890
FLP101582,2024-04-08,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ambala,Tripura,Smartphone,17,62602,1064234
FLP101583,2023-05-20,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Asansol,Tamil Nadu,Shoes,18,4965,89370
FLP101584,2025-08-13,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Rohtak,Telangana,TV,12,18740,224880
FLP101585,2024-10-30,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhalswa Jahangir Pur,Goa,TV,13,45691,593983
FLP101586,2024-07-02,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Junagadh,Odisha,Refrigerator,6,32250,193500
FLP101587,2023-06-22,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Khora ,Arunachal Pradesh,Headphones,5,31230,156150
FLP101588,2021-12-04,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Pali,Mizoram,Smart Watch,1,32046,32046
FLP101589,2021-10-16,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Saharsa,Chhattisgarh,Books,1,11208,11208
FLP101590,2024-04-27,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Lucknow,Manipur,Laptop,16,2471,39536
FLP101591,2025-03-28,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ongole,Goa,Smart Watch,8,34324,274592
FLP101592,2021-03-30,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Kharagpur,Tamil Nadu,Smartphone,18,18503,333054
FLP101593,2021-09-18,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Kamarhati,Arunachal Pradesh,Shoes,6,18977,113862
FLP101594,2023-05-05,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Guwahati,Odisha,Shoes,25,28903,722575
FLP101595,2023-07-23,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Guntakal,Chhattisgarh,Smartphone,4,14782,59128
FLP101596,2024-11-07,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Shimoga,Arunachal Pradesh,Tablet,21,25018,525378
FLP101597,2025-04-04,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Haridwar,Assam,Shoes,29,26118,757422
FLP101598,2025-10-21,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhubaneswar,Uttarakhand,Smartphone,5,78421,392105
FLP101599,2023-12-09,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bareilly,Meghalaya,Headphones,19,63818,1212542
FLP101600,2025-01-10,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ozhukarai,Jharkhand,Tablet,23,37617,865191
FLP101601,2025-02-03,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Rajkot,West Bengal,Refrigerator,19,27297,518643
FLP101602,2025-07-19,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Pali,Madhya Pradesh,Refrigerator,23,47476,1091948
FLP101603,2022-12-01,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ranchi,Sikkim,Shoes,6,14189,85134
FLP101604,2023-04-15,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhatpara,Tripura,Headphones,2,74936,149872
FLP101605,2023-09-28,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Dehradun,Sikkim,Smartphone,1,3681,3681
FLP101606,2025-06-19,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Guna,Bihar,Books,28,11169,312732
FLP101607,2024-09-14,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Vijayanagaram,Tamil Nadu,Refrigerator,4,9861,39444
FLP101608,2023-03-18,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Begusarai,Manipur,Smart Watch,13,41829,543777
FLP101609,2021-11-03,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bangalore,Kerala,Smart Watch,10,17548,175480
FLP101610,2025-12-09,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Tirunelveli,Arunachal Pradesh,Laptop,10,51722,517220
FLP101611,2021-10-23,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Chinsurah,Himachal Pradesh,Laptop,23,44485,1023155
FLP101612,2023-11-01,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Kolkata,Tamil Nadu,Laptop,9,34765,312885
FLP101613,2022-11-19,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Jamnagar,Rajasthan,Tablet,1,76178,76178
FLP101614,2023-01-23,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Karawal Nagar,Sikkim,Refrigerator,13,19930,259090
FLP101615,2021-05-05,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Ghaziabad,Telangana,Headphones,13,13376,173888
FLP101616,2025-04-25,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhagalpur,Bihar,Tablet,24,3065,73560
FLP101617,2022-11-25,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Kakinada,Bihar,Laptop,16,2615,41840
FLP101618,2024-07-20,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Raipur,Haryana,Refrigerator,22,63154,1389388
FLP101619,2024-01-14,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Avadi,Himachal Pradesh,Tablet,2,31939,63878
FLP101620,2024-04-09,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Sri Ganganagar,Arunachal Pradesh,TV,7,15629,109403
FLP101621,2022-02-24,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bahraich,Goa,Shoes,9,44638,401742
FLP101622,2023-05-23,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Shivpuri,West Bengal,Grocery Pack,25,63496,1587400
FLP101623,2023-01-07,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Moradabad,Manipur,Headphones,23,65195,1499485
FLP101624,2023-09-25,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Rajkot,Uttar Pradesh,Tablet,19,15832,300808
FLP101625,2023-01-06,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Gandhinagar,West Bengal,Grocery Pack,12,31218,374616
FLP101626,2021-08-01,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Dibrugarh,Karnataka,TV,23,47964,1103172
FLP101627,2022-11-27,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Gwalior,Gujarat,Books,13,77956,1013428
FLP101628,2023-10-28,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Firozabad,Maharashtra,Refrigerator,11,616,6776
FLP101629,2025-09-08,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Tezpur,Sikkim,Books,15,68972,1034580
FLP101630,2021-02-05,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Surat,Gujarat,Smart Watch,5,1971,9855
FLP101631,2023-05-16,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Rajkot,Kerala,Smart Watch,8,68231,545848
FLP101632,2025-12-11,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Nagpur,Nagaland,Grocery Pack,3,55620,166860
FLP101633,2022-08-20,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Nashik,Chhattisgarh,Headphones,4,2159,8636
FLP101634,2022-02-24,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Satara,Maharashtra,Refrigerator,2,35233,70466
FLP101635,2025-09-11,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Proddatur,Mizoram,Shoes,21,52256,1097376
FLP101636,2022-09-28,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Vijayanagaram,Manipur,Books,18,1642,29556
FLP101637,2022-07-21,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Jammu,Himachal Pradesh,Shoes,13,54420,707460
FLP101638,2022-02-28,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Guna,Gujarat,Laptop,2,8182,16364
FLP101639,2023-01-16,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Dhanbad,Assam,Books,23,5151,118473
FLP101640,2024-12-01,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Dibrugarh,Punjab,TV,8,34008,272064
FLP101641,2024-01-20,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Bhimavaram,Goa,Smartphone,8,58274,466192
FLP101642,2023-02-07,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Saharanpur,Meghalaya,Refrigerator,13,4305,55965
FLP101643,2024-09-22,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Buxar,Manipur,Smart Watch,21,61979,1301559
FLP101644,2025-12-13,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Udaipur,Sikkim,Grocery Pack,22,70028,1540616
FLP101645,2023-02-07,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Tiruchirappalli,Manipur,Smart Watch,9,60870,547830
FLP101646,2024-06-16,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Mahbubnagar,Andhra Pradesh,Grocery Pack,10,44305,443050
FLP101647,2024-03-04,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Jamshedpur,Chhattisgarh,TV,19,68112,1294128
FLP101648,2022-05-17,Flipkart India Pvt Ltd,"Buildings Alyssa, Begonia & Clover, Embassy Tech Village, Bengaluru, Karnataka, India",Amroha,West Bengal,Smart Watch,15,26539,398085
